,Sym,Amount (000)
2021-06-01,FMC,44.5
2021-06-01,TXT,68.9
2021-06-01,VRTX,23.3
2021-06-01,EMN,39.8
2021-06-01,IR,95.0
2021-06-01,WYNN,37.5
2021-06-01,IEX,20.7
2021-06-01,HBAN,317.7
2021-06-01,NDSN,20.0
2021-06-01,SBNY,17.6
2021-06-01,VTRS,296.7
2021-06-01,ZTS,22.0
2021-06-01,DVA,33.6
2021-06-01,WAB,49.1
2021-06-01,ON,101.7
2021-06-01,NSC,14.5
2021-06-01,AVB,18.4
2021-06-01,BXP,32.8
2021-06-01,IVZ,140.4
2021-06-01,FFIV,20.0
2021-06-01,MTD,2.7
2021-06-01,OTIS,43.8
2021-06-01,EQIX,4.4
2021-06-01,SEE,51.5
2021-06-01,CMA,42.6
2021-06-01,ZION,56.0
2021-06-01,PNR,42.9
2021-06-01,JNPR,105.7
2021-06-01,WY,79.3
2021-06-01,GIS,42.8
2021-06-01,ORCL,30.9
2021-06-01,INCY,28.3
2021-06-01,TAP,42.8
2021-06-01,MPWR,5.6
2021-06-01,DPZ,4.4
2021-06-01,INTC,35.5
2021-06-01,CNC,27.2
2021-06-01,CI,8.1
2021-06-01,IP,31.7
2021-06-01,VTR,32.1
2021-06-01,AKAM,15.0
2021-06-01,WELL,20.0
2021-06-01,CCL,61.5
2021-06-01,UAL,29.9
2021-06-01,ES,19.3
2021-06-01,SRE,11.5
2021-06-01,VRSN,6.0
2021-06-01,PLD,11.4
2021-06-01,WTW,5.8
2021-06-01,SEDG,4.5
2021-06-01,VZ,20.6
2021-06-01,EQR,14.9
2021-06-01,FLT,4.4
2021-06-01,PKI,7.1
2021-06-01,GOOGL,8.4
2021-06-01,WRK,19.0
2021-06-01,ATO,10.3
2021-06-01,GEN,36.4
2021-06-01,ARE,5.4
2021-06-01,SLB,30.9
2021-06-01,KMI,53.6
2021-06-01,TYL,2.2
2021-06-01,EIX,16.3
2021-06-01,IQV,3.7
2021-06-01,HIG,14.2
2021-06-01,CME,4.0
2021-06-01,CTLT,7.1
2021-06-01,MET,12.5
2021-06-01,TDY,1.7
2021-06-01,META,2.0
2021-06-01,ED,9.5
2021-06-01,V,2.7
2021-06-01,JKHY,3.9
2021-06-01,BKR,26.5
2021-06-01,CMCSA,10.4
2021-06-01,CHTR,0.8
2021-06-01,STLD,9.3
2021-06-01,UDR,11.2
2021-06-01,WM,3.7
2021-06-01,CBOE,4.1
2021-06-01,NRG,11.5
2021-06-01,BBY,3.9
2021-06-01,PYPL,1.5
2021-06-01,NXPI,2.1
2021-06-01,WAT,1.2
2021-06-01,AAPL,2.8
2021-06-01,FOXA,9.9
2021-06-01,HII,1.6
2021-06-01,T,14.8
2021-06-01,CRM,1.2
2021-06-01,EOG,3.6
2021-06-01,ADP,1.3
2021-06-01,MA,0.6
2021-06-01,CSX,7.2
2021-06-01,MMC,1.6
2021-06-01,ENPH,0.0
2021-09-01,WMT,5025.7
2021-09-01,PG,4687.5
2021-09-01,JNJ,2754.0
2021-09-01,KO,8370.9
2021-09-01,PEP,2679.2
2021-09-01,COST,850.6
2021-09-01,MCD,1458.4
2021-09-01,SBUX,2280.7
2021-09-01,ABT,1870.4
2021-09-01,TGT,954.2
2021-09-01,DHR,703.7
2021-09-01,EL,706.9
2021-09-01,CL,1667.0
2021-09-01,ISRG,373.2
2021-09-01,HD,330.4
2021-09-01,SYK,390.3
2021-09-01,JPM,624.1
2021-09-01,BAC,2389.1
2021-09-01,CMG,54.2
2021-09-01,LOW,473.6
2021-09-01,DG,451.4
2021-09-01,MNST,1019.7
2021-09-01,CVS,1058.3
2021-09-01,KMB,658.4
2021-09-01,KHC,2312.0
2021-09-01,HCA,341.4
2021-09-01,EW,689.7
2021-09-01,WFC,1677.3
2021-09-01,SYY,989.8
2021-09-01,STZ,363.9
2021-09-01,BDX,305.7
2021-09-01,MS,750.9
2021-09-01,YUM,578.7
2021-09-01,JCI,1023.2
2021-09-01,HSY,397.1
2021-09-01,BSX,1539.8
2021-09-01,TT,355.9
2021-09-01,APTV,409.5
2021-09-01,C,798.0
2021-09-01,SCHW,757.2
2021-09-01,TSN,697.8
2021-09-01,IDXX,88.5
2021-09-01,KR,1360.3
2021-09-01,ALGN,80.4
2021-09-01,GS,140.9
2021-09-01,PPG,363.6
2021-09-01,DXCM,377.0
2021-09-01,BLK,60.5
2021-09-01,ODFL,176.9
2021-09-01,TSLA,193.4
2021-09-01,DHI,557.2
2021-09-01,BAX,566.3
2021-09-01,LEN,479.9
2021-09-01,SHW,156.6
2021-09-01,DD,628.7
2021-09-01,RMD,161.4
2021-09-01,K,664.8
2021-09-01,HRL,1025.8
2021-09-01,DLTR,436.1
2021-09-01,VFC,592.3
2021-09-01,CHD,477.9
2021-09-01,CLX,235.1
2021-09-01,DRI,251.4
2021-09-01,ALB,170.0
2021-09-01,F,2600.7
2021-09-01,WST,84.1
2021-09-01,CARR,682.2
2021-09-01,USB,584.6
2021-09-01,PNC,167.6
2021-09-01,IFF,240.8
2021-09-01,ZBH,226.4
2021-09-01,KMX,248.2
2021-09-01,MCK,158.3
2021-09-01,TFC,527.5
2021-09-01,LH,99.1
2021-09-01,JBHT,161.9
2021-09-01,AON,92.4
2021-09-01,NVR,5.5
2021-09-01,GPC,213.0
2021-09-01,POOL,59.1
2021-09-01,ABC,213.7
2021-09-01,CE,168.7
2021-09-01,SJM,202.2
2021-09-01,STE,113.2
2021-09-01,GM,428.0
2021-09-01,LKQ,440.3
2021-09-01,COO,51.5
2021-09-01,HOLX,286.1
2021-09-01,MAS,378.0
2021-09-01,AAP,97.4
2021-09-01,WHR,95.0
2021-09-01,DGX,132.6
2021-09-01,TROW,96.0
2021-09-01,MHK,103.6
2021-09-01,PHM,398.0
2021-09-01,ALLE,135.7
2021-09-01,BK,340.6
2021-09-01,LW,283.3
2021-09-01,GIS,271.4
2021-09-01,TPR,429.3
2021-09-01,BWA,358.3
2021-09-01,AOS,247.5
2021-09-01,CAH,295.3
2021-09-01,ECL,68.0
2021-09-01,SIVB,21.6
2021-09-01,XRAY,238.9
2021-09-01,FRC,71.4
2021-09-01,GOOGL,98.9
2021-09-01,AJG,84.8
2021-09-01,AMP,47.2
2021-09-01,BMY,205.1
2021-09-01,RL,109.1
2021-09-01,DVA,102.5
2021-09-01,STT,136.6
2021-09-01,FITB,272.2
2021-09-01,UHS,83.0
2021-09-01,V,49.9
2021-09-01,AAPL,77.6
2021-09-01,TFX,28.6
2021-09-01,LLY,46.4
2021-09-01,TAP,230.7
2021-09-01,HSIC,138.7
2021-09-01,MRK,139.0
2021-09-01,HBAN,578.9
2021-09-01,NTRS,82.7
2021-09-01,META,26.2
2021-09-01,KEY,376.5
2021-09-01,ABBV,75.1
2021-09-01,AMGN,37.8
2021-09-01,RF,372.5
2021-09-01,CFG,166.6
2021-09-01,UNP,39.5
2021-09-01,MTB,50.1
2021-09-01,RJF,80.4
2021-09-01,AWK,42.3
2021-09-01,PFE,165.3
2021-09-01,PFG,107.3
2021-09-01,PM,72.1
2021-09-01,MKTX,15.5
2021-09-01,BRO,116.6
2021-09-01,BEN,206.7
2021-09-01,SBNY,22.5
2021-09-01,WBA,127.9
2021-09-01,ADBE,9.9
2021-09-01,ACN,16.8
2021-09-01,AMZN,32.4
2021-09-01,ORCL,59.9
2021-09-01,CSX,174.9
2021-09-01,TMO,8.8
2021-09-01,REGN,7.4
2021-09-01,IVZ,184.2
2021-09-01,HPQ,156.2
2021-09-01,AVB,19.1
2021-09-01,CMA,52.2
2021-09-01,AMT,14.9
2021-09-01,ZION,62.5
2021-09-01,MMC,25.4
2021-09-01,LMT,10.9
2021-09-01,EQIX,4.5
2021-09-01,NSC,15.0
2021-09-01,BIIB,12.6
2021-09-01,VTRS,246.9
2021-09-01,MRNA,8.3
2021-09-01,GILD,44.6
2021-09-01,MO,66.3
2021-09-01,BXP,27.8
2021-09-01,BKNG,1.3
2021-09-01,DPZ,6.0
2021-09-01,WY,78.4
2021-09-01,FISV,25.5
2021-09-01,VRTX,15.1
2021-09-01,BA,12.4
2021-09-01,INTU,4.9
2021-09-01,ADP,12.9
2021-09-01,AXP,14.2
2021-09-01,MMM,13.5
2021-09-01,TJX,35.6
2021-09-01,ILMN,5.7
2021-09-01,MA,6.4
2021-09-01,PKI,11.5
2021-09-01,GPN,12.0
2021-09-01,IQV,7.9
2021-09-01,VTR,33.6
2021-09-01,CRM,6.7
2021-09-01,WTW,7.8
2021-09-01,ZTS,9.1
2021-09-01,IP,32.9
2021-09-01,WELL,20.8
2021-09-01,PYPL,6.5
2021-09-01,CI,8.4
2021-09-01,HON,7.7
2021-09-01,HUM,4.2
2021-09-01,ES,19.9
2021-09-01,SRE,12.2
2021-09-01,MSFT,5.4
2021-09-01,CTLT,10.4
2021-09-01,EOG,16.0
2021-09-01,NTAP,14.0
2021-09-01,EQR,15.4
2021-09-01,MCO,3.3
2021-09-01,VZ,21.8
2021-09-01,WAT,3.2
2021-09-01,BBY,10.7
2021-09-01,OMC,15.2
2021-09-01,CTAS,2.9
2021-09-01,AKAM,10.4
2021-09-01,ORLY,1.7
2021-09-01,VRSK,5.2
2021-09-01,HIG,14.6
2021-09-01,NFLX,1.7
2021-09-01,NKE,6.9
2021-09-01,WRK,19.8
2021-09-01,ATO,10.7
2021-09-01,CPRT,13.5
2021-09-01,EIX,16.9
2021-09-01,MSCI,1.5
2021-09-01,PLD,7.2
2021-09-01,ROST,8.3
2021-09-01,AZO,0.5
2021-09-01,SLB,29.6
2021-09-01,STLD,14.9
2021-09-01,A,5.5
2021-09-01,SNPS,2.7
2021-09-01,ELV,2.2
2021-09-01,MET,12.9
2021-09-01,CSGP,8.9
2021-09-01,FIS,6.3
2021-09-01,SBAC,2.2
2021-09-01,PXD,4.3
2021-09-01,ED,9.8
2021-09-01,TTWO,4.2
2021-09-01,AVY,3.0
2021-09-01,CHTR,0.8
2021-09-01,UDR,11.6
2021-09-01,MKC,7.6
2021-09-01,CMCSA,10.8
2021-09-01,TDG,1.0
2021-09-01,FOXA,14.5
2021-09-01,ROL,16.0
2021-09-01,PAYX,4.8
2021-09-01,CSCO,9.9
2021-09-01,WM,3.5
2021-09-01,VRSN,2.6
2021-09-01,FLT,1.9
2021-09-01,EBAY,7.2
2021-09-01,NOC,1.3
2021-09-01,TECH,3.8
2021-09-01,TSCO,2.3
2021-09-01,EPAM,0.8
2021-09-01,NXPI,2.1
2021-09-01,INCY,6.0
2021-09-01,CBRE,4.2
2021-09-01,BKR,15.6
2021-09-01,ICE,3.4
2021-09-01,ULTA,0.9
2021-09-01,TYL,0.7
2021-09-01,T,13.8
2021-09-01,CNC,4.5
2021-09-01,JKHY,1.7
2021-09-01,CRL,0.6
2021-09-01,NWSA,11.2
2021-09-01,BR,1.5
2021-09-01,LYV,2.8
2021-09-01,COP,3.7
2021-09-01,CVX,2.2
2021-09-01,MSI,0.9
2021-09-01,AES,9.5
2021-09-01,HAS,2.4
2021-09-01,RSG,1.8
2021-09-01,ENPH,0.0
2021-12-01,PG,5189.1
2021-12-01,PEP,3051.9
2021-12-01,JNJ,3097.7
2021-12-01,COST,915.6
2021-12-01,KO,8690.8
2021-12-01,MCD,1677.4
2021-12-01,WMT,2831.9
2021-12-01,ABT,2183.7
2021-12-01,SBUX,2560.6
2021-12-01,TGT,1048.8
2021-12-01,EL,512.6
2021-12-01,CL,1898.9
2021-12-01,ISRG,400.8
2021-12-01,DG,488.2
2021-12-01,SYK,413.2
2021-12-01,KMB,736.3
2021-12-01,EW,806.9
2021-12-01,CMG,55.7
2021-12-01,HD,220.2
2021-12-01,BDX,367.7
2021-12-01,YUM,630.0
2021-12-01,SYY,1083.9
2021-12-01,STZ,329.9
2021-12-01,LOW,315.1
2021-12-01,CVS,782.3
2021-12-01,HCA,312.9
2021-12-01,BSX,1827.5
2021-12-01,MNST,797.0
2021-12-01,IDXX,103.7
2021-12-01,DLTR,482.3
2021-12-01,KR,1379.5
2021-12-01,HSY,321.0
2021-12-01,DXCM,426.1
2021-12-01,BAX,653.2
2021-12-01,TSN,632.5
2021-12-01,CHD,537.3
2021-12-01,KHC,1527.2
2021-12-01,JCI,663.5
2021-12-01,ALGN,81.3
2021-12-01,RMD,187.4
2021-12-01,TT,226.3
2021-12-01,MCK,179.1
2021-12-01,CLX,250.7
2021-12-01,BAC,977.1
2021-12-01,PFE,732.7
2021-12-01,APTV,256.7
2021-12-01,JPM,263.1
2021-12-01,DRI,270.8
2021-12-01,GIS,589.3
2021-12-01,PPG,230.1
2021-12-01,ODFL,110.2
2021-12-01,ACN,91.1
2021-12-01,DHI,347.9
2021-12-01,SHW,107.1
2021-12-01,K,576.3
2021-12-01,LH,118.0
2021-12-01,F,1713.1
2021-12-01,LEN,298.9
2021-12-01,V,159.7
2021-12-01,WFC,713.0
2021-12-01,LLY,123.1
2021-12-01,DD,418.2
2021-12-01,ZBH,271.4
2021-12-01,MS,319.4
2021-12-01,TMO,46.5
2021-12-01,HRL,625.8
2021-12-01,MRK,390.3
2021-12-01,STE,122.7
2021-12-01,VFC,390.9
2021-12-01,SJM,209.9
2021-12-01,SCHW,333.3
2021-12-01,CARR,509.1
2021-12-01,TSLA,76.5
2021-12-01,ALB,111.6
2021-12-01,COO,59.9
2021-12-01,BLK,27.3
2021-12-01,PM,262.9
2021-12-01,DGX,141.4
2021-12-01,ABC,181.0
2021-12-01,GS,62.0
2021-12-01,HOLX,302.2
2021-12-01,KMX,173.2
2021-12-01,POOL,38.8
2021-12-01,HON,103.1
2021-12-01,C,353.1
2021-12-01,IFF,140.1
2021-12-01,JBHT,102.0
2021-12-01,NVR,3.5
2021-12-01,LW,311.8
2021-12-01,BMY,315.5
2021-12-01,AMT,67.0
2021-12-01,GPC,136.8
2021-12-01,CE,107.1
2021-12-01,TAP,387.5
2021-12-01,TFX,51.5
2021-12-01,CAH,324.6
2021-12-01,MAS,237.7
2021-12-01,LKQ,273.9
2021-12-01,RTX,186.2
2021-12-01,XRAY,282.7
2021-12-01,AAP,64.3
2021-12-01,PNC,76.0
2021-12-01,USB,265.3
2021-12-01,MMC,84.7
2021-12-01,PHM,248.2
2021-12-01,TFC,238.2
2021-12-01,WHR,59.4
2021-12-01,AOS,152.8
2021-12-01,AON,43.5
2021-12-01,HSIC,163.5
2021-12-01,HUM,27.0
2021-12-01,LMT,35.2
2021-12-01,ADP,50.1
2021-12-01,MHK,65.0
2021-12-01,GM,200.4
2021-12-01,CMCSA,232.1
2021-12-01,MDLZ,176.0
2021-12-01,ALLE,86.2
2021-12-01,MO,240.8
2021-12-01,TPR,272.7
2021-12-01,UHS,83.8
2021-12-01,CB,54.7
2021-12-01,BWA,233.3
2021-12-01,AWK,51.8
2021-12-01,UNP,38.5
2021-12-01,CCI,45.9
2021-12-01,DVA,84.0
2021-12-01,IBM,69.3
2021-12-01,FISV,87.2
2021-12-01,VZ,172.0
2021-12-01,TJX,116.0
2021-12-01,RL,74.0
2021-12-01,ELV,19.0
2021-12-01,BK,148.5
2021-12-01,TROW,43.3
2021-12-01,AVB,31.8
2021-12-01,FIS,67.7
2021-12-01,WM,44.2
2021-12-01,SIVB,10.4
2021-12-01,TMUS,58.8
2021-12-01,FRC,31.9
2021-12-01,CSX,173.8
2021-12-01,AJG,36.8
2021-12-01,CI,26.9
2021-12-01,T,330.6
2021-12-01,STT,65.5
2021-12-01,NOC,15.6
2021-12-01,AMP,19.8
2021-12-01,PSA,15.8
2021-12-01,AMGN,25.9
2021-12-01,PAYX,41.7
2021-12-01,ABBV,41.9
2021-12-01,PGR,55.0
2021-12-01,GPN,41.2
2021-12-01,FITB,122.8
2021-12-01,WTW,22.1
2021-12-01,GD,25.2
2021-12-01,CTAS,11.8
2021-12-01,ADM,76.8
2021-12-01,DHR,15.0
2021-12-01,PKI,24.3
2021-12-01,WRK,110.3
2021-12-01,AFL,83.2
2021-12-01,REGN,7.5
2021-12-01,DPZ,8.3
2021-12-01,DLR,26.3
2021-12-01,CPRT,61.1
2021-12-01,VRSK,20.2
2021-12-01,CTVA,96.3
2021-12-01,SBAC,11.6
2021-12-01,NTRS,37.3
2021-12-01,EFX,14.9
2021-12-01,NSC,14.6
2021-12-01,FSLR,49.7
2021-12-01,ED,50.0
2021-12-01,XYL,35.2
2021-12-01,RSG,29.4
2021-12-01,HBAN,257.6
2021-12-01,WST,8.4
2021-12-01,ORLY,5.5
2021-12-01,KEY,167.6
2021-12-01,EQIX,4.5
2021-12-01,BRO,54.1
2021-12-01,WAT,10.0
2021-12-01,RF,170.6
2021-12-01,RJF,36.2
2021-12-01,PEAK,100.6
2021-12-01,TRV,22.9
2021-12-01,CFG,75.6
2021-12-01,MTB,22.9
2021-12-01,SBNY,10.8
2021-12-01,BXP,30.2
2021-12-01,VTRS,252.8
2021-12-01,PFG,47.2
2021-12-01,ADBE,5.9
2021-12-01,MKC,34.0
2021-12-01,WY,77.5
2021-12-01,HPQ,84.3
2021-12-01,MKTX,7.7
2021-12-01,ALL,26.7
2021-12-01,GILD,43.1
2021-12-01,AZO,1.5
2021-12-01,EQR,33.9
2021-12-01,WELL,35.4
2021-12-01,BEN,89.3
2021-12-01,BIIB,12.4
2021-12-01,AVY,13.5
2021-12-01,OMC,39.5
2021-12-01,VRTX,12.4
2021-12-01,WBA,49.8
2021-12-01,BKNG,1.0
2021-12-01,EXC,57.6
2021-12-01,SO,33.3
2021-12-01,AEP,25.6
2021-12-01,BR,12.3
2021-12-01,AES,90.2
2021-12-01,XEL,32.1
2021-12-01,ROL,62.2
2021-12-01,O,29.2
2021-12-01,CMA,23.5
2021-12-01,SRE,15.2
2021-12-01,IVZ,81.1
2021-12-01,PEG,27.9
2021-12-01,D,22.8
2021-12-01,ZION,27.9
2021-12-01,ES,19.0
2021-12-01,VTR,33.5
2021-12-01,UDR,28.1
2021-12-01,CINF,14.7
2021-12-01,WEC,17.3
2021-12-01,INCY,22.1
2021-12-01,CAG,47.0
2021-12-01,ACGL,35.5
2021-12-01,EIX,22.5
2021-12-01,ESS,4.3
2021-12-01,DUK,13.6
2021-12-01,MSFT,4.2
2021-12-01,ARE,6.3
2021-12-01,IRM,27.0
2021-12-01,RE,5.1
2021-12-01,GOOGL,9.4
2021-12-01,L,23.2
2021-12-01,WRB,24.2
2021-12-01,LDOS,14.6
2021-12-01,CPB,29.5
2021-12-01,IQV,4.5
2021-12-01,PXD,6.9
2021-12-01,AEE,14.1
2021-12-01,DTE,10.3
2021-12-01,ETR,10.9
2021-12-01,FE,28.7
2021-12-01,PPL,39.2
2021-12-01,CTLT,8.9
2021-12-01,BA,5.7
2021-12-01,EOG,11.9
2021-12-01,CMS,16.1
2021-12-01,A,6.5
2021-12-01,AVGO,1.5
2021-12-01,META,3.0
2021-12-01,REG,13.1
2021-12-01,CNP,34.6
2021-12-01,ROST,8.3
2021-12-01,ILMN,2.5
2021-12-01,MRNA,3.6
2021-12-01,LUMN,72.4
2021-12-01,TSCO,3.7
2021-12-01,GEN,33.8
2021-12-01,EVRG,12.5
2021-12-01,CPT,4.7
2021-12-01,GL,9.0
2021-12-01,LNT,13.6
2021-12-01,FCX,20.0
2021-12-01,AAPL,4.7
2021-12-01,AIZ,5.3
2021-12-01,ATO,7.5
2021-12-01,STLD,10.6
2021-12-01,OKE,11.0
2021-12-01,NI,22.0
2021-12-01,CVX,5.1
2021-12-01,ATVI,8.4
2021-12-01,CRL,1.5
2021-12-01,HES,7.4
2021-12-01,TECH,4.1
2021-12-01,SLB,17.4
2021-12-01,LYV,4.0
2021-12-01,PNW,6.6
2021-12-01,FLT,2.1
2021-12-01,CSGP,5.7
2021-12-01,CSCO,6.9
2021-12-01,TTWO,2.4
2021-12-01,CTRA,21.6
2021-12-01,XOM,6.5
2021-12-01,COP,5.4
2021-12-01,MMM,2.2
2021-12-01,BBY,3.7
2021-12-01,TDG,0.6
2021-12-01,EBAY,5.5
2021-12-01,GE,4.9
2021-12-01,BKR,14.4
2021-12-01,ZTS,1.4
2021-12-01,SPGI,0.7
2021-12-01,HAL,12.5
2021-12-01,MU,3.0
2021-12-01,INTC,5.1
2021-12-01,TRGP,4.6
2021-12-01,CF,3.4
2021-12-01,APA,8.7
2021-12-01,QCOM,1.3
2021-12-01,ENPH,0.0
2022-03-01,PG,6823.6
2022-03-01,JNJ,4345.0
2022-03-01,KO,11937.8
2022-03-01,PEP,4171.3
2022-03-01,COST,1187.8
2022-03-01,WMT,4032.0
2022-03-01,MCD,2309.3
2022-03-01,ABT,3045.4
2022-03-01,SBUX,3299.3
2022-03-01,TGT,1323.1
2022-03-01,MDT,1880.1
2022-03-01,CL,2627.4
2022-03-01,EL,724.9
2022-03-01,PFE,3314.1
2022-03-01,ISRG,526.5
2022-03-01,SYK,552.2
2022-03-01,DG,619.7
2022-03-01,BDX,516.5
2022-03-01,EW,1135.3
2022-03-01,CVS,1210.9
2022-03-01,KMB,990.2
2022-03-01,SYY,1452.0
2022-03-01,CMG,74.5
2022-03-01,BSX,2646.0
2022-03-01,KR,1820.9
2022-03-01,YUM,877.8
2022-03-01,V,459.3
2022-03-01,STZ,440.5
2022-03-01,DLTR,630.7
2022-03-01,HCA,389.4
2022-03-01,XOM,1147.0
2022-03-01,HSY,430.3
2022-03-01,KHC,2256.4
2022-03-01,LIN,276.3
2022-03-01,MNST,1056.7
2022-03-01,GIS,1212.4
2022-03-01,TMO,135.7
2022-03-01,MCK,256.7
2022-03-01,TSN,874.3
2022-03-01,IDXX,139.4
2022-03-01,DXCM,581.0
2022-03-01,RTX,748.9
2022-03-01,BAX,948.8
2022-03-01,ACN,211.1
2022-03-01,LLY,247.3
2022-03-01,CVX,434.4
2022-03-01,CHD,710.1
2022-03-01,RMD,270.8
2022-03-01,JPM,479.5
2022-03-01,MRK,784.1
2022-03-01,PM,627.5
2022-03-01,CMCSA,1257.3
2022-03-01,BMY,792.7
2022-03-01,BAC,1369.9
2022-03-01,ZBH,413.9
2022-03-01,K,814.6
2022-03-01,HON,262.2
2022-03-01,CSCO,914.2
2022-03-01,CB,236.0
2022-03-01,ALGN,115.6
2022-03-01,INTC,994.3
2022-03-01,IBM,376.1
2022-03-01,T,2710.4
2022-03-01,MDLZ,769.4
2022-03-01,DRI,357.8
2022-03-01,FCX,930.9
2022-03-01,HRL,873.4
2022-03-01,AMT,177.5
2022-03-01,MU,559.3
2022-03-01,NEM,547.3
2022-03-01,CLX,312.0
2022-03-01,QCOM,282.3
2022-03-01,LH,160.1
2022-03-01,TMUS,314.2
2022-03-01,CAT,175.2
2022-03-01,WFC,799.0
2022-03-01,GE,541.7
2022-03-01,ABC,248.9
2022-03-01,STE,159.0
2022-03-01,SJM,276.2
2022-03-01,F,2199.9
2022-03-01,COP,368.2
2022-03-01,COO,86.7
2022-03-01,TFX,94.8
2022-03-01,MMC,195.6
2022-03-01,HD,108.1
2022-03-01,CME,132.4
2022-03-01,APD,125.7
2022-03-01,ETN,199.6
2022-03-01,LYB,294.6
2022-03-01,PSA,77.6
2022-03-01,HOLX,392.2
2022-03-01,ADM,327.4
2022-03-01,AMAT,221.6
2022-03-01,TAP,541.5
2022-03-01,DIS,209.6
2022-03-01,LOW,141.0
2022-03-01,TT,183.5
2022-03-01,NEE,330.6
2022-03-01,MS,314.6
2022-03-01,JCI,412.9
2022-03-01,SCHW,315.1
2022-03-01,APH,348.9
2022-03-01,TEL,191.9
2022-03-01,LW,416.8
2022-03-01,DD,337.8
2022-03-01,FTNT,359.1
2022-03-01,DE,59.1
2022-03-01,CI,101.2
2022-03-01,AFL,375.6
2022-03-01,A,179.8
2022-03-01,MSI,97.6
2022-03-01,GLW,640.0
2022-03-01,DGX,171.0
2022-03-01,CAH,408.9
2022-03-01,PGR,202.9
2022-03-01,APTV,188.4
2022-03-01,CTVA,391.9
2022-03-01,EOG,188.3
2022-03-01,LMT,49.7
2022-03-01,C,401.1
2022-03-01,LVS,550.2
2022-03-01,MSFT,69.4
2022-03-01,ADI,129.0
2022-03-01,XRAY,426.2
2022-03-01,LEN,257.9
2022-03-01,GD,86.7
2022-03-01,PPG,159.1
2022-03-01,WM,129.4
2022-03-01,DUK,183.6
2022-03-01,ODFL,68.2
2022-03-01,CDNS,123.4
2022-03-01,PLD,125.3
2022-03-01,GS,61.3
2022-03-01,TXN,109.2
2022-03-01,MO,382.1
2022-03-01,SO,269.0
2022-03-01,HSIC,220.0
2022-03-01,GILD,322.1
2022-03-01,DHI,255.2
2022-03-01,LRCX,33.8
2022-03-01,EQR,201.4
2022-03-01,ADP,78.1
2022-03-01,ITW,84.5
2022-03-01,ELV,35.5
2022-03-01,CARR,377.5
2022-03-01,D,203.1
2022-03-01,HPQ,472.2
2022-03-01,KEYS,106.5
2022-03-01,SLB,402.0
2022-03-01,NVDA,59.9
2022-03-01,AMD,147.1
2022-03-01,USB,301.8
2022-03-01,PNC,86.9
2022-03-01,MKTX,46.7
2022-03-01,UHS,108.8
2022-03-01,KLAC,42.8
2022-03-01,TFC,274.8
2022-03-01,PAYX,114.1
2022-03-01,HUM,35.3
2022-03-01,TRV,83.3
2022-03-01,EA,119.1
2022-03-01,DLR,104.8
2022-03-01,SHW,58.8
2022-03-01,CMI,71.1
2022-03-01,AVB,58.4
2022-03-01,SRE,86.1
2022-03-01,AWK,86.8
2022-03-01,AEP,142.2
2022-03-01,MPC,165.2
2022-03-01,VFC,248.4
2022-03-01,NOC,31.3
2022-03-01,PCAR,155.0
2022-03-01,ALL,97.2
2022-03-01,DVA,118.6
2022-03-01,WTW,56.7
2022-03-01,PYPL,114.3
2022-03-01,BALL,146.7
2022-03-01,CBOE,115.2
2022-03-01,AMGN,54.4
2022-03-01,RSG,99.1
2022-03-01,MA,36.2
2022-03-01,ANSS,40.6
2022-03-01,ZBRA,30.9
2022-03-01,MCHP,170.1
2022-03-01,WBA,285.2
2022-03-01,EXC,262.8
2022-03-01,JBHT,62.2
2022-03-01,ABBV,75.5
2022-03-01,WELL,127.0
2022-03-01,IFF,92.4
2022-03-01,AVGO,19.2
2022-03-01,TJX,199.0
2022-03-01,NTAP,144.8
2022-03-01,SWK,85.5
2022-03-01,EMR,121.9
2022-03-01,CCI,64.7
2022-03-01,MTD,8.7
2022-03-01,ALB,53.6
2022-03-01,UNP,43.1
2022-03-01,PH,41.1
2022-03-01,UAL,249.5
2022-03-01,ADSK,53.9
2022-03-01,HPE,687.6
2022-03-01,OMC,135.1
2022-03-01,GPC,88.2
2022-03-01,XEL,154.0
2022-03-01,FIS,110.0
2022-03-01,O,158.2
2022-03-01,NVR,2.4
2022-03-01,ROK,38.4
2022-03-01,WY,275.3
2022-03-01,TRMB,143.4
2022-03-01,DHR,35.3
2022-03-01,MET,146.0
2022-03-01,ED,107.3
2022-03-01,GM,229.1
2022-03-01,POOL,23.5
2022-03-01,COF,75.1
2022-03-01,GPN,71.5
2022-03-01,AME,73.2
2022-03-01,CE,68.0
2022-03-01,KMX,99.8
2022-03-01,XYL,112.1
2022-03-01,PKI,54.5
2022-03-01,PXD,37.5
2022-03-01,AIG,148.5
2022-03-01,PEG,131.7
2022-03-01,EXPD,88.7
2022-03-01,TXT,122.6
2022-03-01,WRK,190.6
2022-03-01,CCL,435.1
2022-03-01,EMN,78.5
2022-03-01,FMC,65.9
2022-03-01,INVH,214.6
2022-03-01,FISV,82.0
2022-03-01,VRSK,38.3
2022-03-01,WAT,26.4
2022-03-01,UDR,141.1
2022-03-01,MRNA,46.7
2022-03-01,ON,126.5
2022-03-01,BIIB,37.5
2022-03-01,PRU,66.7
2022-03-01,VRTX,30.2
2022-03-01,WHR,45.3
2022-03-01,MAS,151.3
2022-03-01,AAP,36.8
2022-03-01,NWSA,343.1
2022-03-01,DOV,48.3
2022-03-01,PHM,180.5
2022-03-01,LKQ,166.5
